Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area1,Wilderness_Area2,Wilderness_Area3,Wilderness_Area4,Cover_Type
3116,28,11,318,35,1992,214,207,135,3772,1,0,0,0,6
2782,189,-10,772,108,573,146,251,197,2129,0,0,1,0,1
2854,155,13,-118,-111,3347,222,227,127,2912,1,0,0,0,3
2869,-24,26,410,66,719,231,178,61,-419,0,0,1,0,7
3569,238,10,327,0,5185,190,229,177,3161,1,0,0,0,2
2641,20,15,119,21,662,239,211,93,2072,0,0,1,0,4
2180,185,19,20,-4,391,215,243,149,-140,0,0,0,1,6
2876,239,5,-73,-52,2639,208,268,195,1510,0,0,0,0,3
2679,143,11,23,-28,448,237,248,153,1015,0,0,1,0,4
2916,-69,0,184,-14,1760,236,223,116,2252,0,0,1,0,6
2945,37,5,106,-26,1228,259,236,114,1532,1,0,1,0,6
2871,199,12,12,-38,2515,202,237,177,2595,0,0,1,0,4
2590,32,14,226,9,734,228,235,127,1163,0,0,0,0,2
2705,213,17,153,45,816,131,197,187,2266,0,0,1,0,4
2990,326,24,491,53,2169,183,233,192,1081,0,0,1,0,2
2009,84,20,214,34,356,224,200,104,-78,0,0,0,1,4
2868,219,10,417,59,717,174,234,183,2853,0,0,1,0,5
3124,125,7,602,96,1276,207,216,118,1763,0,0,1,0,7
2351,150,9,36,-17,2627,229,238,128,2388,0,0,0,1,4
2727,69,-1,213,14,2173,227,255,151,2506,1,0,0,0,3
2321,262,4,384,62,-539,171,261,196,1516,0,0,1,1,2
2403,118,22,219,42,1712,241,205,73,672,0,0,1,1,4
2551,176,25,72,-18,2263,213,214,144,309,0,0,0,1,5
2870,191,16,428,33,2374,221,218,107,1658,0,0,1,0,2
2003,93,14,-39,-21,129,231,229,108,168,0,0,0,1,5
2441,111,7,151,30,-18,221,240,137,1314,0,0,1,0,3
2867,203,11,97,23,32,163,224,201,2115,0,0,1,0,7
3120,77,19,148,-36,3431,230,232,136,3104,1,0,0,0,1
2610,2,31,31,-22,1332,277,210,44,110,0,0,1,0,4
3093,45,15,566,68,1756,239,226,106,1390,0,0,1,0,3
2910,257,17,377,50,2891,184,222,153,2349,0,0,1,0,2
2849,198,22,410,47,3998,240,232,118,350,0,0,0,0,1
3195,100,20,202,-8,3898,240,224,132,1848,1,0,0,0,7
2718,137,19,36,-50,3985,222,213,107,2170,1,0,0,0,5
3335,81,8,201,-40,2810,250,249,138,3538,1,0,0,0,2
2663,197,20,514,95,1944,130,182,199,404,0,0,1,0,5
2584,176,23,179,32,2083,216,224,134,629,0,0,0,0,5
2671,5,7,277,64,-902,214,250,154,2199,0,0,1,0,3
2861,199,26,144,-1,1487,177,197,150,-77,0,0,1,0,6
2774,72,18,154,-12,562,237,215,106,658,1,0,1,0,6
3132,99,14,240,13,2058,214,234,148,3106,1,0,0,0,4
2341,334,20,361,82,242,155,246,212,824,0,0,0,1,3
2773,211,16,-98,-35,2667,205,211,135,1366,0,0,0,0,4
3080,97,15,-107,-95,3634,234,220,127,1841,0,0,1,0,2
2307,-17,2,106,8,-1118,248,250,120,1359,0,0,0,1,5
2978,189,19,569,88,1708,191,205,146,1023,0,0,1,0,4
2862,149,14,394,54,450,219,252,160,1501,0,0,1,0,2
3279,158,13,400,9,4320,218,219,129,2801,0,0,1,0,4
2937,199,18,733,183,2001,160,216,183,1945,0,0,1,0,3
2916,252,9,535,62,391,223,266,166,1164,0,0,1,0,3
2876,225,19,116,-21,3558,176,187,160,2114,0,0,1,0,6
2612,257,15,464,81,2944,148,210,188,1519,0,0,0,0,1
2568,114,14,437,65,662,261,236,97,885,0,0,1,0,3
2513,159,30,430,108,1840,197,191,111,413,0,0,0,1,6
2708,53,14,405,39,35,257,227,90,-334,0,0,1,0,7
2721,-4,12,26,-50,1564,242,238,122,1562,1,0,0,0,5
2782,222,19,127,1,994,217,239,144,1361,0,0,0,0,5
2941,103,14,497,91,969,203,194,128,1670,0,0,0,0,6
1956,323,37,46,88,941,85,176,241,184,0,0,0,1,7
3647,179,22,620,19,5310,238,224,123,3144,1,0,0,0,4
3072,-61,34,299,78,2914,228,166,27,1878,0,0,0,0,6
2344,14,20,116,-13,1077,264,226,83,423,0,0,0,1,3
2906,236,9,463,56,3160,218,246,151,1928,0,0,0,0,3
2374,147,14,-70,-17,1511,227,232,125,1056,0,0,0,1,6
2772,238,16,399,73,2080,150,195,181,719,0,0,1,1,4
2889,46,10,372,23,340,254,229,94,1447,0,0,1,0,5
2397,162,22,-75,-12,1779,199,213,136,710,0,0,0,1,4
2651,103,7,270,28,1258,230,273,168,885,0,0,0,0,2
2785,105,10,182,13,1957,255,264,137,542,1,0,0,0,4
2278,154,7,111,32,350,205,240,156,265,0,0,0,1,5
2806,27,6,548,113,1071,212,218,126,965,0,0,1,0,5
2863,228,12,479,91,2880,174,213,167,2422,0,0,1,0,4
2841,28,8,123,32,835,212,228,155,2237,0,0,1,0,6
2757,224,20,125,-7,943,208,222,138,1026,0,0,0,0,7
2583,359,20,-135,-34,614,126,237,243,1066,0,0,0,0,6
1815,59,25,169,88,1249,269,177,-8,216,0,0,0,1,1
3109,111,33,207,-34,2612,259,207,64,-510,1,0,0,0,5
3021,45,13,118,-20,3041,243,227,114,1619,1,0,0,0,6
2914,-115,17,393,73,214,245,186,59,1247,0,0,1,0,5
2447,137,33,219,40,1571,208,176,81,538,0,0,0,1,5
3387,42,17,974,167,1857,234,203,64,2151,0,0,1,0,6
2791,-4,36,224,51,2347,267,197,16,1004,1,0,0,0,5
3075,16,7,165,-26,3134,235,255,146,4117,1,0,0,0,3
2763,70,21,132,32,1996,220,207,115,856,0,0,1,0,3
3315,321,14,455,10,4046,216,256,159,2397,1,0,0,0,2
2747,356,19,-130,-5,97,172,259,236,1060,0,0,1,0,4
3017,116,13,321,119,1358,163,202,178,2512,0,0,1,0,7
2705,27,1,39,-5,1297,213,236,156,2674,0,0,1,0,4
2762,266,16,336,58,1654,180,236,175,606,0,0,1,0,4
2460,11,8,154,-7,-155,253,244,109,1663,0,0,0,0,3
2038,22,11,84,29,-652,232,226,128,403,0,0,0,1,3
2844,144,12,350,72,1687,207,215,127,2620,0,0,1,0,6
2700,70,35,-13,-6,2273,268,205,26,1152,1,0,0,1,3
2749,286,20,193,25,1461,178,234,196,911,0,0,1,0,5
3340,64,20,451,4,5250,264,222,93,1567,1,0,0,0,4
2896,193,19,174,4,1501,195,205,148,851,0,0,1,0,6
2826,328,21,187,27,589,120,212,231,1584,0,0,1,0,4
2508,307,15,702,161,522,141,229,225,566,0,0,0,1,4
3236,92,16,538,55,2270,237,220,100,1773,0,0,1,0,4
2194,54,29,60,44,1699,250,187,41,155,0,0,0,1,4
2764,6,8,105,-10,1220,228,244,140,1937,1,0,0,0,3
2399,62,31,214,56,1220,210,178,81,-673,0,0,0,1,4
2970,42,18,137,0,1354,197,182,114,1319,0,0,1,0,7
2334,25,8,376,50,-488,257,233,99,-45,0,0,0,1,3
2704,-13,19,246,36,892,261,216,73,833,1,0,0,0,3
2348,194,31,211,59,1193,161,182,145,-142,0,0,0,1,5
3225,138,34,348,47,3070,222,185,88,1115,0,0,1,0,6
2805,66,12,59,-22,2729,191,196,136,3051,0,0,1,0,7
2658,103,9,243,33,1310,222,236,146,1772,1,0,0,0,5
2627,276,8,2,1,1511,208,263,181,1893,0,0,0,0,4
2434,39,17,326,59,660,252,209,84,344,0,0,1,1,3
2856,127,-5,476,66,1809,246,271,141,3829,1,0,0,0,2
2845,256,26,372,68,1526,183,204,146,857,0,0,1,0,3
2906,303,24,368,63,3567,209,237,136,1043,0,0,0,0,2
2413,124,7,-98,-11,625,165,222,176,1620,0,0,0,0,2
2094,134,27,71,44,1464,213,205,115,407,0,0,0,1,6
2275,165,25,187,54,892,197,191,116,-158,0,0,0,1,6
3148,74,6,435,49,2745,221,226,133,3481,0,0,0,0,6
3158,66,6,443,67,1306,225,226,139,2907,0,0,1,0,5
2799,76,20,408,76,1727,208,214,122,2208,0,0,1,0,4
2140,120,6,-72,5,1904,186,208,146,2547,0,0,0,1,1
3051,125,12,86,-28,2419,219,232,156,1173,1,0,0,0,4
2528,-91,18,160,36,-245,254,200,67,921,0,0,0,1,7
2379,157,14,15,-16,128,198,212,153,-109,0,0,0,1,5
2280,-43,16,-198,-55,-214,232,183,60,705,0,0,0,1,7
2946,228,22,173,43,3051,185,228,175,1027,0,0,1,0,7
2230,192,14,13,0,2894,208,264,167,931,0,0,0,1,1
2162,70,9,208,56,-474,216,231,139,1239,0,0,0,1,4
1749,123,26,-138,-16,-214,220,214,103,248,0,0,0,1,3
2488,-7,11,-45,-37,1104,243,231,126,709,0,0,1,0,7
2500,-71,23,228,82,591,261,193,35,1099,0,0,0,1,6
2982,218,14,113,-13,2860,195,251,186,2567,1,0,0,0,2
2644,465,28,329,25,1312,103,197,241,455,0,0,1,0,5
3147,74,-7,-116,-69,2568,204,254,203,6188,1,0,0,0,5
2536,186,15,254,62,415,229,254,154,715,0,0,0,0,5
2873,157,15,492,83,843,229,244,133,789,0,0,1,0,2
2698,127,7,86,5,1181,232,250,147,2254,0,0,0,0,5
2535,228,8,504,73,301,208,248,153,1011,0,0,1,0,3
2527,126,21,14,12,1250,222,220,124,785,0,0,1,0,5
2323,153,7,85,-27,1666,258,263,131,957,0,0,0,0,3
3025,228,21,817,163,2423,185,209,157,627,0,0,1,0,4
2587,-35,11,124,33,1439,220,194,112,731,0,0,1,0,7
3057,119,11,326,44,1057,232,226,130,1353,0,0,1,0,7
2715,115,14,132,64,335,162,209,183,1628,0,0,1,0,5
2295,272,23,-160,-33,588,148,204,194,1108,0,0,0,1,4
2982,131,3,220,2,2302,222,246,150,3474,1,0,0,0,1
2553,142,2,204,31,806,212,249,165,1691,0,0,0,0,4
2456,505,21,447,44,864,50,240,288,1073,0,0,1,0,1
3066,-18,27,450,110,1801,217,190,80,1642,0,0,1,0,7
2950,71,14,242,16,2609,242,222,119,711,1,0,0,0,5
2206,68,27,94,41,946,206,176,100,-92,0,0,0,1,3
2888,159,3,193,-23,1052,232,261,165,2521,0,0,1,0,2
2336,62,21,21,-23,1356,253,222,78,-82,0,0,0,1,5
2413,-26,13,285,46,567,231,197,87,1818,0,0,0,1,5
1467,117,18,-17,66,1026,200,188,109,1437,0,0,0,1,5
2554,149,25,295,86,1560,220,212,95,1392,0,0,1,0,2
2550,76,-5,73,-16,897,213,253,163,2713,0,0,0,0,4
2758,229,14,470,135,-77,174,232,199,1590,0,0,1,0,6
2148,290,22,902,188,2030,211,219,133,724,0,0,0,1,1
2676,-17,0,85,11,658,213,241,168,1439,0,0,1,0,7
2658,112,-4,717,133,1205,166,201,160,1467,0,0,1,1,3
2101,238,25,231,83,1584,205,199,130,-90,0,0,0,1,4
2455,235,23,191,66,1392,153,209,196,968,0,0,0,1,5
2738,31,22,165,32,1145,240,212,91,1079,0,0,1,0,7
3038,109,9,218,3,2054,238,251,146,3390,1,0,0,0,5
2325,149,28,186,46,2004,182,159,79,920,0,0,0,1,5
2007,376,26,152,57,-109,111,222,252,493,0,0,0,1,5
2687,329,22,293,25,648,143,221,210,551,0,0,1,0,5
2771,200,18,212,28,32,194,214,151,1273,0,0,1,0,7
2699,182,15,323,25,1948,249,240,94,1476,0,0,0,0,5
2735,96,0,68,-37,-499,260,271,151,986,0,0,1,0,5
2861,-14,23,540,100,1152,239,196,70,272,0,0,1,0,5
3076,65,29,149,-25,1280,211,186,86,1343,1,0,1,0,4
2710,55,18,160,-5,1105,246,220,97,775,0,0,1,0,4
2834,105,-5,13,-48,1258,245,284,162,2613,1,0,0,0,4
2619,303,18,349,60,1867,117,218,233,1638,0,0,0,0,4
3219,156,11,447,39,2521,237,271,164,2544,1,0,0,0,3
2455,79,18,47,-27,1243,225,214,111,1071,0,0,0,0,1
2942,44,32,484,61,1367,245,183,32,277,1,0,0,0,2
2793,31,16,110,19,2066,223,204,105,1647,0,0,1,0,3
2582,106,16,508,55,2856,284,239,67,-14,1,0,0,1,2
1847,20,20,170,60,155,291,226,58,13,0,0,0,1,4
2799,133,10,408,89,1776,142,188,194,2506,0,0,1,0,7
2858,244,4,605,98,3569,176,237,179,2646,0,0,0,0,1
2864,46,12,188,-4,871,260,241,119,464,0,0,1,0,7
2867,220,26,308,44,2049,217,226,150,950,0,0,1,0,5
2483,56,12,199,13,2526,240,226,114,1825,0,0,0,1,3
2359,134,20,170,60,955,195,203,127,1839,0,0,1,1,3
2782,84,2,30,-48,1861,233,258,165,1391,1,0,0,0,3
3315,220,15,776,119,2589,222,225,122,1883,0,0,1,0,4
2663,336,25,338,82,2151,177,228,179,72,0,0,1,0,4
2304,68,8,315,65,596,243,253,119,238,0,0,0,1,5
3022,48,27,213,-5,2274,226,183,57,1700,0,0,1,0,6
2543,319,17,263,32,1172,147,243,204,1167,0,0,1,0,4
2758,28,10,221,-6,2553,246,244,118,1768,1,0,0,0,1
2294,238,15,127,41,1235,226,254,136,-422,0,0,0,1,6
2539,157,19,289,31,1370,195,219,155,327,0,0,1,0,5
2613,232,14,-8,-52,3903,215,260,158,2350,1,0,0,0,5
2050,243,14,185,47,364,165,214,177,1480,0,0,0,1,3
2122,215,11,-91,-17,869,181,232,194,606,0,0,0,1,3
3326,139,-2,597,77,2218,153,204,190,4306,0,0,1,0,5
2966,129,22,837,215,1620,156,183,154,1317,0,0,1,0,4
2496,198,11,58,10,4038,212,260,166,1791,1,0,0,1,2
3013,3,19,215,12,1551,252,224,60,2135,1,0,0,0,4
2460,57,11,111,2,-1022,202,217,145,763,0,0,1,0,3
2661,90,12,334,46,1466,236,230,105,1580,1,0,0,0,4
2724,-11,28,120,58,1065,224,177,57,1815,0,0,1,0,5
1942,268,16,-125,-12,361,193,254,201,-826,0,0,0,1,6
2571,-5,15,42,3,2277,266,195,47,1759,1,0,0,1,6
3037,78,16,356,92,1986,199,200,124,2162,0,0,1,0,7
2837,237,15,691,112,685,156,220,191,1939,0,0,1,0,3
3002,96,9,-58,-55,2318,220,237,151,2798,1,0,0,0,4
2528,-40,23,24,-4,-568,252,193,45,1761,0,0,1,0,4
3380,71,-2,23,-53,3960,219,261,173,5189,1,0,0,0,1
2491,338,18,159,29,1230,84,205,255,1183,0,0,0,1,4
2970,116,18,505,90,1130,213,202,104,2160,0,0,1,0,6
3009,198,17,434,84,409,209,244,166,812,0,0,1,0,5
3064,-33,0,314,15,896,233,223,118,2166,0,0,1,0,7
2365,20,30,-8,28,1179,244,183,41,349,0,0,0,1,4
2961,180,12,362,25,3045,227,244,149,1061,0,0,0,0,4
1723,223,28,114,82,951,198,204,130,-525,0,0,0,1,2
2828,250,12,432,52,1685,163,230,193,880,0,0,1,0,4
3088,144,8,506,75,1059,185,227,170,1442,0,0,1,0,3
3291,189,11,658,70,2220,220,239,151,3165,0,0,1,0,5
1778,211,9,94,30,-347,203,230,159,364,0,0,0,1,3
2869,90,13,32,-4,753,232,234,145,1871,0,0,1,0,3
2272,44,26,118,26,1072,236,205,73,1208,0,0,0,1,4
2647,127,4,270,55,262,224,244,153,1667,0,0,1,0,6
2781,317,16,372,96,1094,156,249,228,1094,0,0,1,0,5
2909,206,18,534,56,1960,243,226,96,1002,0,0,0,0,4
3246,206,4,944,120,2622,129,201,204,2903,0,0,1,0,5
1377,191,17,109,79,1189,240,214,85,-467,0,0,0,1,2
2962,58,10,399,48,3336,250,230,114,2284,1,0,0,0,1
2325,151,15,192,42,776,171,214,186,500,0,0,0,1,3
3050,198,12,578,78,1737,244,257,128,837,0,0,1,0,5
2912,-10,4,442,97,1393,196,216,134,3393,1,0,0,0,1
2223,-36,20,67,57,20,232,192,80,526,0,0,0,1,4
2117,143,20,405,92,1442,172,200,161,202,0,0,0,1,4
2467,296,12,-133,-42,755,173,248,219,1017,0,0,0,1,6
2673,86,11,160,-5,1630,232,248,141,1064,0,0,1,0,3
2993,551,32,818,155,1029,-12,166,344,281,0,0,1,0,4
3253,292,17,286,-20,4698,210,249,167,2676,1,0,0,0,3
3370,136,7,401,4,3006,244,244,150,2163,1,0,0,0,5
2883,-36,2,59,-30,529,227,211,121,1689,0,0,1,0,7
2757,60,-3,33,-25,876,225,258,164,2317,0,0,1,0,4
3174,63,26,551,100,2125,230,184,89,1420,0,0,1,0,7
3339,44,22,756,100,1318,215,186,102,1123,0,0,1,0,5
2559,305,20,-13,12,858,161,227,204,231,0,0,1,0,6
2253,173,26,250,22,2447,247,213,64,625,1,0,0,1,4
2497,142,12,222,11,-212,238,240,131,390,0,0,1,0,5
2808,155,18,214,35,2621,217,217,135,1077,0,0,1,0,7
3292,108,12,753,106,1753,214,216,143,2063,0,0,1,0,5
3110,144,12,179,-16,3168,243,250,140,2364,1,0,0,0,3
3040,86,7,137,20,2053,217,224,134,4628,1,0,0,0,2
2570,332,22,-7,-26,2307,173,227,193,1312,0,0,1,0,3
2809,37,22,66,6,1114,209,174,86,999,0,0,1,0,7
2404,190,15,-13,2,-232,161,206,180,639,0,0,0,1,7
2695,97,13,319,78,2184,198,207,161,1561,0,0,0,0,7
3099,268,23,663,85,4275,208,218,136,913,1,0,0,0,3
2749,181,22,429,56,475,221,218,113,2118,0,0,1,0,5
2735,116,18,93,-6,3005,213,219,125,1607,1,0,0,0,4
2892,51,9,159,-26,2038,203,218,148,2903,1,0,0,0,3
2301,85,8,221,53,1512,215,211,121,2467,0,0,0,1,3
2981,150,18,408,58,2589,228,225,139,1760,0,0,1,0,6
2977,205,9,258,12,1021,241,280,159,918,0,0,1,0,3
2748,98,20,387,62,857,213,206,119,1724,0,0,1,0,1
2528,192,17,348,54,1648,175,210,164,1380,0,0,1,0,2
2909,273,30,560,73,3146,199,216,142,-104,0,0,1,0,1
2963,168,13,686,146,1978,191,218,154,1610,0,0,1,0,7
2698,183,17,19,-28,1016,187,239,184,1104,1,0,1,0,4
2555,276,28,395,87,915,153,205,182,-658,0,0,1,0,5
2872,195,19,427,97,1407,141,204,194,2095,0,0,1,0,5
2311,183,33,174,32,909,240,220,89,429,0,0,0,1,4
2923,55,6,163,4,1629,158,216,198,3209,0,0,1,0,4
2613,85,12,105,4,457,230,219,114,1335,0,0,1,0,7
3095,113,4,604,116,1436,224,267,165,3359,0,0,0,0,4
2776,140,3,337,46,1385,196,238,151,1628,0,0,0,0,4
2895,102,-1,118,-1,573,246,264,156,1341,0,0,1,0,5
2681,95,5,151,36,2420,216,260,168,1603,1,0,0,1,3
1774,256,37,-245,4,1287,153,167,142,-1440,0,0,0,1,7
3127,143,24,386,109,2303,220,215,112,1249,0,0,1,0,6
2327,90,12,169,54,-257,191,215,164,1274,0,0,0,1,5
1616,117,17,58,48,535,218,232,136,-76,0,0,0,1,4
2746,56,12,62,-14,2302,229,222,106,1584,1,0,0,0,5
3114,83,3,462,47,2953,177,200,169,4153,0,0,1,0,6
1602,105,31,-18,39,738,255,216,91,-1891,0,0,0,1,5
3296,86,25,415,43,2081,235,191,91,767,0,0,1,0,7
2818,0,1,-63,-69,1672,256,279,135,3460,1,0,0,0,1
2393,86,21,119,50,246,201,195,114,1380,0,0,0,1,7
2482,-32,28,279,66,468,244,161,24,184,0,0,0,1,5
3258,189,24,486,113,1618,207,206,154,729,0,0,1,0,7
1868,394,19,-227,-37,2140,125,240,239,944,0,0,0,1,4
2904,237,9,96,55,592,170,235,205,2525,0,0,1,0,7
3207,156,5,332,-8,1572,259,270,150,1680,1,0,1,0,2
3105,207,15,586,48,3015,221,244,146,2470,0,0,1,0,3
2792,144,11,282,43,1227,219,223,138,909,0,0,1,0,4
2393,37,0,219,56,1875,196,233,145,2788,0,0,1,1,1
2823,151,21,-5,-17,1834,237,237,125,1390,0,0,1,0,4
1968,319,28,-75,16,534,149,235,228,-853,0,0,0,1,4
2629,209,4,202,-6,424,249,270,144,145,0,0,1,0,4
2870,163,6,0,-43,2529,226,239,151,2252,1,0,0,0,4
3306,263,14,451,24,3637,203,237,178,1569,0,0,1,0,7
3040,158,13,276,34,944,219,234,147,1855,0,0,1,0,6
2670,61,30,114,-13,1447,245,200,61,350,1,0,0,0,5
2877,-28,29,217,23,902,265,194,41,552,0,0,1,0,5
2877,153,17,368,74,1089,208,211,130,2021,0,0,1,0,5
2755,-68,14,81,12,69,224,214,105,3489,1,0,0,0,2
2320,94,11,137,19,647,236,214,109,1188,0,0,0,1,4
2760,-4,17,48,-36,-308,240,219,92,1548,1,0,1,0,3
2895,133,6,141,-8,2104,239,241,125,2097,1,0,0,0,5
2234,121,24,136,68,502,173,186,145,435,0,0,0,1,6
2707,-47,13,365,104,344,218,202,92,1834,0,0,1,0,6
2757,200,16,217,44,1087,240,257,142,1044,0,0,1,0,4
1918,77,13,41,6,601,246,230,106,-159,0,0,0,1,3
2611,43,17,259,11,111,233,215,105,728,0,0,1,0,4
2727,330,13,152,-21,3600,223,270,156,2062,1,0,0,0,1
2669,142,25,-34,3,2504,200,204,130,2025,0,0,0,0,4
2516,99,15,164,43,1252,235,234,124,1108,0,0,1,0,4
2950,144,34,102,48,3233,171,161,120,1413,0,0,1,0,7
2606,79,11,170,66,234,178,227,174,2286,0,0,1,0,3
2510,-24,21,108,40,146,243,208,72,1725,0,0,1,0,2
2861,-80,1,113,-26,1256,237,225,120,2606,1,0,0,0,3
2997,147,12,299,21,3042,213,251,166,3070,1,0,0,0,1
2593,83,11,135,12,3190,227,225,132,1800,1,0,0,0,2
3112,67,0,572,37,2247,225,236,149,2485,0,0,1,0,4
2454,137,5,477,100,1628,215,240,141,1230,0,0,0,1,2
2797,321,24,20,-14,1890,153,217,217,1803,0,0,1,0,5
2119,91,4,68,41,518,219,234,159,172,0,0,0,1,4
2654,118,5,517,88,-422,228,251,139,2238,0,0,0,1,7
1521,-10,20,47,60,-622,271,191,21,281,0,0,0,1,3
2968,-60,29,210,14,2070,241,174,34,1227,1,0,0,0,5
2179,77,8,13,8,-173,220,246,139,1214,0,0,0,1,2
2979,214,15,362,35,3398,240,230,119,1525,0,0,0,0,3
2708,67,20,268,63,1053,242,226,115,504,0,0,1,0,4
2277,183,15,363,101,-745,165,208,179,1717,0,0,0,1,5
1771,122,12,54,64,653,179,215,172,542,0,0,0,1,3
2947,-24,9,295,0,1489,237,224,113,3124,0,0,1,0,1
2705,86,24,400,60,1380,252,213,83,828,0,0,0,0,3
2724,188,9,297,32,364,210,252,169,763,0,0,1,0,3
2543,188,19,275,52,1265,213,226,137,992,0,0,0,1,5
3034,270,19,156,16,1466,192,219,155,873,0,0,1,0,7
2440,226,18,412,104,879,189,216,142,381,0,0,0,1,5
3015,106,5,233,42,1140,230,226,126,2205,0,0,1,0,5
2473,85,21,365,88,897,196,187,122,646,0,0,0,1,5
2483,221,29,245,45,1023,127,179,168,1462,0,0,1,0,5
2697,61,5,231,18,-151,242,256,135,2481,1,0,0,0,3
2690,67,19,120,36,2050,195,207,131,1607,0,0,1,0,4
1718,123,15,-142,20,-205,201,215,166,-334,0,0,0,1,5
2510,29,-8,230,13,-911,240,261,136,2278,0,0,0,0,4
2916,223,15,511,53,4050,179,201,146,1924,0,0,1,0,3
2386,185,24,67,41,1738,138,181,186,841,0,0,0,1,4
2430,27,13,-101,-40,774,246,217,97,1336,0,0,1,0,4
2390,86,4,-87,6,241,200,221,129,1479,0,0,0,1,7
2613,176,7,61,5,1194,229,252,156,1072,0,0,1,0,5
2432,129,23,232,38,1187,192,188,119,1374,0,0,0,1,5
2761,214,12,82,-53,2218,187,241,180,739,0,0,0,0,2
2620,25,17,114,45,1286,222,209,102,1503,0,0,1,0,6
2582,78,32,363,136,1196,198,159,71,551,0,0,1,1,6
2845,208,16,539,105,797,219,237,138,1083,0,0,1,0,4
2758,163,9,222,21,-108,227,253,166,1372,0,0,1,0,4
2639,130,11,80,5,1199,215,233,151,1000,0,0,1,0,3
2989,52,9,403,41,1428,219,222,130,3011,0,0,1,0,4
3030,170,6,411,23,1038,226,254,167,1882,0,0,1,0,3
2851,163,16,627,90,2458,223,211,111,1294,0,0,1,0,1
2558,193,10,226,34,105,192,279,208,144,0,0,0,0,4
2044,156,19,-12,7,960,218,235,153,-48,0,0,0,1,4
2436,78,16,409,88,93,203,215,123,1841,0,0,0,0,2
2766,253,11,377,79,273,181,238,176,1883,0,0,1,0,7
1161,276,28,-28,52,277,176,209,164,-1134,0,0,0,1,3
2471,5,3,178,23,-75,207,248,163,1224,0,0,0,0,1
2315,44,16,14,1,16,239,218,104,1504,0,0,1,0,4
2395,71,5,-43,-9,726,220,218,127,1189,0,0,1,1,7
2911,9,20,290,36,2213,210,196,123,934,0,0,1,0,4
3086,87,33,610,143,1671,217,177,75,140,0,0,1,0,7
2265,206,18,365,103,51,157,230,204,555,0,0,0,1,6
2871,237,19,251,42,1464,140,216,199,1321,0,0,1,0,1
2548,158,13,334,74,706,214,245,160,214,0,0,1,0,3
3439,439,8,477,20,5276,157,245,213,4468,1,0,0,0,5
2791,57,11,225,6,1511,227,224,136,1916,0,0,1,0,3
2333,150,26,-78,-23,1918,196,200,146,611,0,0,0,1,4
1643,268,14,76,26,1384,188,244,173,192,0,0,0,1,3
1954,70,11,41,-5,101,236,225,109,699,0,0,0,1,4
2336,157,32,355,146,1788,182,176,106,523,0,0,0,1,7
2175,206,17,38,8,230,193,230,169,854,0,0,0,1,5
2568,203,24,180,13,3404,233,224,87,1268,0,0,0,1,1
3140,114,1,85,-53,4036,214,251,183,3642,1,0,0,0,1
2779,35,28,97,17,1109,241,193,68,1090,0,0,1,0,6
2448,202,18,279,62,329,202,240,177,-715,0,0,0,0,5
