age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
48,2,237525,9,13,2,3,0,4,1,7688,0,65,25,2
34,2,412933,2,8,2,13,0,2,1,0,0,55,25,1
55,2,132145,6,5,2,11,0,4,1,0,0,45,25,1
24,4,37440,9,13,4,4,4,4,1,0,0,50,25,0
31,2,337505,13,15,2,9,0,1,1,0,0,40,16,1
29,1,383745,14,10,2,10,0,4,1,0,1485,40,25,2
60,2,224277,9,13,0,3,4,4,0,0,0,40,25,3
24,2,283896,11,9,4,5,1,4,1,0,0,40,25,0
31,2,35985,11,9,2,2,0,4,1,0,0,40,25,1
49,2,213897,9,13,2,11,0,1,1,0,0,50,16,3
48,2,174525,3,2,2,0,0,4,1,0,0,52,4,1
27,2,212578,14,10,4,7,3,4,1,0,1721,20,25,1
19,2,276937,14,10,4,11,3,4,0,0,0,25,25,1
39,2,202027,9,13,2,3,0,4,1,15024,0,45,25,2
26,2,192208,11,9,4,10,1,2,0,0,0,32,25,0
64,3,185912,13,15,2,9,0,4,1,99999,0,35,25,2
43,5,222978,10,16,5,9,4,4,0,0,0,40,25,2
72,0,39110,1,7,0,0,1,4,0,0,0,8,0,0
42,2,113732,14,10,4,5,4,2,0,0,625,40,25,1
30,2,173005,11,9,2,0,0,4,1,0,0,44,25,0
34,2,224358,0,6,4,7,4,2,0,0,0,40,25,0
46,2,270565,8,11,2,9,0,4,1,0,0,60,25,0
24,2,131230,14,10,4,9,1,4,1,0,0,40,25,1
45,2,192053,11,9,2,3,0,4,1,0,0,60,25,2
23,2,119704,14,10,5,11,4,4,0,0,0,40,25,0
28,2,30771,14,10,4,0,4,2,0,0,0,40,25,0
48,2,120724,2,8,2,3,0,4,1,0,0,50,25,0
67,3,116986,2,8,2,3,0,4,1,0,0,20,25,0
27,2,152951,11,9,4,6,3,4,1,0,0,40,25,1
38,2,175665,14,10,2,9,5,4,0,0,0,40,25,1
51,2,145105,14,10,4,13,1,4,1,0,0,30,25,1
30,0,188569,6,5,2,12,0,4,1,0,0,40,25,0
54,1,163557,11,9,4,0,1,4,0,0,0,30,25,0
34,2,98656,14,10,4,9,1,4,0,0,0,40,25,0
37,2,301568,2,8,4,7,3,4,0,0,0,40,25,0
45,2,162958,11,9,5,7,1,4,0,0,0,35,25,1
30,2,208043,9,13,2,11,0,4,1,0,0,55,25,2
39,2,98077,11,9,2,7,0,4,1,0,0,42,25,0
42,2,184682,8,11,0,12,1,4,0,0,0,30,25,0
23,2,117606,9,13,4,9,1,4,0,0,0,40,25,0
28,5,89564,9,13,2,10,0,4,1,0,0,50,25,0
59,2,169133,11,9,2,2,0,4,1,0,0,45,25,0
61,2,260062,0,6,4,7,3,4,0,4416,0,38,25,1
55,3,197749,11,9,2,11,0,4,1,0,1573,44,25,1
39,2,32650,8,11,4,4,1,4,1,0,0,60,25,0
38,2,372525,12,14,2,3,0,4,1,15024,0,45,25,3
38,2,103886,14,10,0,7,1,4,1,0,0,40,25,1
50,4,165001,13,15,2,9,0,4,1,99999,0,80,25,3
25,4,113948,8,11,2,7,5,4,0,0,0,45,25,0
38,2,89202,11,9,0,2,1,4,1,0,0,40,25,1
28,2,148084,11,9,4,5,4,2,0,0,0,40,4,1
40,2,254167,0,6,5,13,3,4,1,0,0,35,25,0
61,2,373099,5,4,2,2,0,4,1,0,0,40,25,1
37,2,168941,1,7,0,2,1,4,1,0,0,40,25,0
27,2,216481,14,10,6,0,4,4,0,0,0,40,25,0
38,4,122493,0,6,2,11,0,4,1,0,1887,40,25,2
51,1,142801,12,14,6,9,1,2,0,0,0,40,25,3
26,2,159732,11,9,4,6,1,4,1,0,0,52,25,0
38,2,165472,9,13,2,9,0,4,1,0,0,40,25,2
56,2,267652,9,13,2,2,0,4,1,0,0,40,25,0
27,2,180758,14,10,2,5,0,4,1,0,0,30,25,0
57,1,121111,11,9,0,0,4,4,0,0,0,40,25,0
22,2,210165,14,10,4,2,1,4,1,0,0,50,25,0
22,2,138504,14,10,4,0,4,2,0,0,0,30,25,0
51,2,138022,12,14,2,3,0,4,1,0,0,60,25,2
32,2,158438,14,10,2,3,0,4,1,0,0,60,25,2
25,2,309098,8,11,4,9,1,4,1,0,0,40,25,0
20,2,157541,14,10,4,2,3,4,1,0,0,40,25,0
27,2,157612,9,13,4,9,1,4,0,0,0,55,25,0
44,2,150011,9,13,0,9,4,4,0,0,0,40,25,0
24,2,188274,7,12,4,9,3,4,1,0,0,40,25,1
36,2,201769,1,7,4,10,1,2,1,13550,0,40,25,2
50,2,222020,11,9,2,2,0,4,1,0,0,40,25,0
36,2,182074,11,9,4,5,3,4,1,0,0,40,25,0
36,2,343476,11,9,0,2,1,4,1,0,0,30,25,0
22,2,189203,9,13,4,9,1,4,1,0,0,50,25,0
62,2,499971,1,7,6,5,1,2,0,0,0,40,25,1
30,2,169269,1,7,4,5,2,4,1,0,1721,38,22,1
33,2,154227,14,10,2,6,0,4,1,0,0,40,25,3
55,2,327406,14,10,0,11,1,4,1,0,0,65,25,3
44,2,191256,11,9,2,13,0,4,1,0,0,65,25,2
57,3,249072,14,10,2,3,0,4,1,99999,0,60,25,3
22,4,143062,11,9,4,7,3,4,1,0,0,40,9,0
46,5,162852,11,9,0,0,4,4,0,0,0,40,25,0
32,2,153471,11,9,4,4,1,4,1,0,0,35,25,0
34,2,94413,11,9,2,13,0,4,1,0,0,40,25,2
28,2,132686,14,10,2,3,0,4,1,0,0,40,25,2
36,2,269722,12,14,2,7,0,4,1,0,0,40,25,0
68,4,35468,12,14,2,9,0,4,1,0,0,24,25,1
43,2,128354,11,9,2,0,5,4,0,0,0,30,25,1
36,2,164866,9,13,2,5,0,4,1,0,0,40,25,1
54,2,169182,11,9,5,0,4,4,0,0,0,38,22,0
28,2,114158,14,10,4,0,3,4,0,0,0,26,25,0
43,2,153489,9,13,2,11,0,4,1,0,0,50,25,0
57,5,132145,12,14,2,3,0,4,1,7298,0,45,25,3
29,4,229842,11,9,4,13,4,2,1,0,0,45,25,0
51,3,114674,14,10,2,3,0,4,1,0,0,55,25,3
58,4,25124,8,11,2,4,0,4,1,0,2377,65,25,1
48,2,349151,11,9,2,2,0,4,1,0,0,40,25,0
35,2,218955,9,13,2,11,0,4,1,0,0,40,25,0
33,2,180551,11,9,0,3,4,4,0,0,0,40,25,0
28,2,190911,11,9,2,2,0,4,1,0,0,40,25,0
26,2,182380,11,9,0,2,1,4,1,0,0,40,25,1
20,2,236804,11,9,4,0,1,4,1,0,0,40,25,0
20,2,163665,7,12,4,0,3,4,0,0,0,15,25,1
26,4,213258,11,9,0,4,4,4,1,0,0,65,25,0
26,2,188569,14,10,4,0,1,4,0,0,0,25,25,0
40,2,217120,0,6,0,2,1,4,1,0,0,50,25,0
53,2,113995,9,13,2,3,0,4,1,0,0,45,25,2
41,2,266439,11,9,2,6,0,4,1,0,0,40,25,1
18,5,391257,14,10,4,0,1,4,0,0,0,16,25,1
33,2,268127,11,9,4,7,4,2,0,0,0,40,25,0
35,2,126569,11,9,0,2,3,4,1,0,0,20,25,0
48,3,85109,14,10,4,2,1,4,1,0,0,45,25,0
40,2,114200,11,9,3,3,1,4,1,0,0,40,25,1
29,2,232666,11,9,2,2,0,4,1,0,0,40,25,0
26,2,219815,14,10,3,0,4,4,0,0,0,40,25,0
29,2,199499,8,11,4,7,1,2,1,0,0,40,25,0
35,2,207819,9,13,2,3,0,4,1,15024,0,50,25,3
35,2,98986,5,4,4,6,3,4,0,0,0,30,25,0
28,2,173858,11,9,4,2,2,1,1,0,0,35,1,1
44,2,172479,9,13,2,9,0,4,1,7688,0,40,25,2
28,2,243660,11,9,2,13,0,4,1,0,0,40,25,0
48,3,138370,12,14,3,11,1,1,1,0,0,50,13,0
34,2,79637,9,13,4,3,3,0,0,0,0,40,25,0
39,4,174308,11,9,2,3,0,4,1,0,0,40,25,0
31,2,69056,11,9,0,7,3,4,0,0,0,15,25,0
30,2,46492,9,13,2,12,0,4,1,0,1902,40,25,3
59,2,108765,11,9,2,13,0,4,1,0,0,50,25,0
18,2,395026,1,7,4,7,3,4,1,0,0,12,25,0
59,0,195467,12,14,4,3,1,4,1,0,0,40,25,0
30,2,205916,11,9,4,6,2,2,1,0,0,40,25,1
47,2,97176,11,9,0,0,4,4,0,0,0,40,25,0
39,5,189385,14,10,5,3,4,2,0,0,0,30,25,0
51,2,159604,14,10,2,9,5,4,0,0,0,40,25,2
38,2,191137,0,6,2,7,0,4,1,0,0,40,25,1
38,2,498785,11,9,2,5,0,4,1,0,0,40,25,0
40,2,309311,11,9,2,6,0,4,1,0,0,40,25,1
38,1,169104,9,13,2,10,0,1,1,0,0,40,20,2
25,1,192321,9,13,4,9,3,4,0,0,0,40,25,0
41,2,173858,11,9,2,7,0,1,1,0,0,40,1,0
49,2,133351,11,9,2,2,5,2,0,0,0,40,25,1
58,2,194733,7,12,2,2,0,4,1,0,0,40,25,2
38,2,239397,5,4,2,2,0,4,1,0,0,36,17,0
61,2,184167,2,8,2,2,5,2,0,0,0,40,25,1
34,2,110622,12,14,0,3,2,1,0,0,0,40,23,1
19,2,234476,14,10,4,11,3,4,0,0,0,7,25,1
45,2,273194,11,9,2,6,0,2,1,3137,0,35,25,0
21,2,540712,11,9,4,7,2,2,1,0,1719,25,25,0
68,2,104438,9,13,2,9,0,4,1,0,0,40,14,2
30,2,34572,13,15,2,9,0,4,1,0,0,80,25,3
50,2,233149,8,11,2,11,0,4,1,0,0,50,25,3
60,1,129193,14,10,6,4,1,4,1,0,0,40,25,1
46,0,20956,9,13,2,3,0,4,1,15024,0,40,25,2
24,2,215890,11,9,2,0,0,4,1,0,0,40,25,1
49,4,203505,11,9,0,11,1,4,0,0,0,30,25,1
45,2,387074,8,11,2,2,0,4,1,0,0,40,25,0
62,2,152148,6,5,2,7,0,4,1,0,0,40,25,0
45,2,166636,11,9,0,7,2,2,0,0,0,35,25,0
30,2,151868,6,5,2,2,0,4,1,0,0,40,25,0
44,2,261899,14,10,2,6,0,4,1,0,0,44,25,0
24,2,59792,12,14,4,12,1,1,1,0,0,40,25,1
22,2,119474,11,9,4,11,3,4,0,1055,0,25,25,1
26,2,82091,11,9,4,0,1,4,0,0,0,39,25,1
32,2,174201,11,9,2,5,0,4,1,0,0,38,25,3
44,2,322391,1,7,5,7,4,2,0,0,0,30,25,0
21,2,229826,14,10,2,6,0,4,1,0,0,20,25,0
55,2,173093,14,10,0,0,1,1,0,0,0,40,25,0
43,2,52498,11,9,0,3,4,4,0,0,0,40,25,2
28,1,25864,11,9,4,3,4,0,0,0,0,35,25,0
48,2,377757,0,6,2,11,0,4,1,0,0,70,25,0
64,2,292639,14,10,2,3,5,4,0,10566,0,35,25,0
50,3,121441,1,7,4,3,2,4,1,0,2444,40,25,2
33,4,202153,14,10,2,2,0,4,1,2829,0,40,25,1
34,1,106169,12,14,0,9,1,4,0,0,0,50,25,0
44,2,180383,14,10,2,5,0,4,1,0,0,60,25,1
18,2,156874,2,8,4,7,3,4,1,0,0,27,25,0
39,2,279272,7,12,4,13,1,2,1,0,0,60,25,0
38,2,158363,14,10,2,11,0,4,1,0,0,40,25,1
33,2,36222,10,16,2,9,0,4,1,0,0,45,25,3
29,2,244246,14,10,4,2,4,4,1,0,0,40,21,1
55,2,234125,11,9,2,7,0,4,1,0,0,40,25,0
21,2,162688,11,9,4,6,3,4,1,0,0,40,25,1
30,2,187279,11,9,2,5,0,4,1,0,0,44,25,0
49,2,54260,9,13,2,9,0,4,1,0,0,40,25,2
32,2,339196,11,9,4,2,3,4,1,0,0,40,25,1
43,1,118853,14,10,2,12,0,4,1,4386,0,99,25,2
48,2,148576,11,9,2,6,0,4,1,0,0,40,25,3
17,2,166360,0,6,4,2,3,4,0,0,0,30,25,1
40,5,91949,10,16,4,9,1,2,0,0,0,40,25,0
42,2,153489,9,13,2,3,0,4,1,0,0,40,25,1
55,2,451603,11,9,0,2,4,4,1,0,0,40,25,1
21,1,256356,14,10,4,9,3,4,0,0,0,25,25,1
45,2,276839,14,10,3,11,1,4,1,0,0,40,25,1
28,2,216479,9,13,4,0,1,4,0,0,0,40,25,1
21,2,139722,11,9,4,2,1,4,1,0,0,40,22,1
71,2,29770,14,10,6,7,1,4,0,0,0,28,25,1
55,2,171015,11,9,6,11,4,4,0,0,0,40,25,0
23,2,45317,14,10,5,11,3,4,0,0,0,40,25,0
40,2,294708,11,9,2,13,0,2,1,0,0,40,25,2
34,2,424988,11,9,2,2,0,4,1,0,0,45,25,0
45,2,176841,11,9,4,7,1,4,0,0,0,40,5,1
55,2,265579,14,10,6,3,1,4,0,2354,0,40,25,1
48,2,181758,14,10,0,0,4,4,0,0,0,40,25,0
23,2,185106,11,9,4,5,3,2,1,0,0,40,25,0
41,4,443508,11,9,2,3,0,4,1,0,0,50,25,0
33,2,76493,9,13,4,9,1,4,1,0,0,50,25,3
31,2,145791,8,11,0,12,4,4,0,0,0,40,25,0
35,2,117381,9,13,4,3,1,4,1,8614,0,45,25,2
31,2,94413,11,9,0,2,2,4,1,3325,0,40,25,1
37,2,199753,14,10,2,2,0,4,1,0,0,35,25,2
43,5,157999,9,13,2,9,5,4,0,0,0,40,25,3
46,1,121124,9,13,2,10,0,4,1,15024,0,40,25,2
23,2,61777,9,13,2,11,0,4,1,2580,0,40,25,1
36,2,163278,12,14,4,9,1,4,0,0,0,40,25,0
37,2,230035,11,9,2,2,0,4,1,0,0,46,25,2
41,2,209547,11,9,4,6,1,4,1,0,0,40,25,0
44,3,220230,11,9,2,7,0,2,1,0,0,48,25,0
56,2,102106,11,9,2,5,0,4,1,0,0,40,25,0
25,2,220931,9,13,4,9,1,4,1,0,0,43,19,1
31,2,301637,8,11,4,4,3,4,1,0,0,40,25,0
29,2,260645,14,10,4,11,3,4,0,0,0,40,25,1
34,2,238588,14,10,4,7,3,2,0,0,0,35,25,1
36,4,129150,11,9,2,4,0,4,1,0,0,50,25,2
18,2,115815,14,10,4,7,3,4,1,0,0,20,6,1
46,3,320124,11,9,2,3,5,0,0,15024,0,40,25,2
47,4,121124,4,3,2,11,0,4,1,0,0,55,15,2
44,1,54651,12,14,2,9,0,4,1,0,0,40,25,3
52,2,284129,14,10,2,2,0,4,1,0,0,40,25,2
36,1,95855,12,14,2,9,5,4,0,0,0,60,25,2
18,2,324046,0,6,4,7,3,4,0,0,0,12,25,1
30,2,48520,7,12,2,9,0,4,1,0,2002,40,25,0
45,2,178922,11,9,4,11,1,4,0,0,0,20,25,0
23,2,239322,11,9,0,11,1,4,1,0,0,40,25,0
34,2,443546,11,9,2,2,0,4,1,0,0,40,25,3
41,2,252392,6,5,2,6,0,4,1,0,0,40,17,1
18,2,232082,11,9,4,6,3,4,1,0,0,40,25,0
22,2,115244,7,12,2,9,5,4,0,0,0,40,25,0
59,2,70796,11,9,2,8,5,2,0,0,0,15,25,1
38,2,339025,11,9,2,5,0,1,1,0,1579,40,26,1
49,2,255559,14,10,2,0,5,4,0,0,0,40,25,2
49,2,184428,9,13,0,0,1,4,1,0,0,40,25,0
49,2,371299,11,9,4,0,4,4,0,0,0,35,25,0
27,2,109881,9,13,4,7,3,4,0,0,0,20,25,0
51,2,84399,11,9,2,6,0,2,1,0,0,40,25,0
51,1,169182,5,4,0,7,4,4,0,0,0,40,2,1
42,0,236503,14,10,4,0,1,4,0,0,0,40,25,1
21,2,143604,14,10,4,11,3,4,0,0,0,8,25,0
32,2,127895,11,9,4,6,3,2,0,0,0,40,25,1
19,2,198668,11,9,4,5,3,4,1,0,0,40,25,0
24,2,153082,11,9,4,7,1,4,1,0,0,35,25,1
36,2,334291,14,10,2,2,0,4,1,0,1887,40,25,2
39,3,206362,8,11,2,2,0,4,1,0,0,40,25,1
40,1,141649,8,11,2,10,0,4,1,0,0,40,25,2
30,2,177531,11,9,4,11,4,2,0,0,0,25,25,0
40,3,248476,13,15,2,9,0,4,1,0,0,50,25,3
22,2,163519,9,13,4,11,3,4,0,0,0,40,25,1
42,2,390781,9,13,2,0,5,2,0,0,0,40,25,0
22,2,115892,1,7,4,7,1,4,1,0,0,40,25,1
29,2,84560,11,9,4,5,3,4,1,0,0,40,25,0
64,2,149044,12,14,2,9,0,1,1,0,2057,60,1,0
47,1,287480,12,14,2,9,0,4,1,0,0,40,25,0
54,1,286342,12,14,4,9,1,4,0,0,0,32,25,2
35,2,61343,9,13,2,11,0,4,1,0,0,40,25,2
18,2,57957,11,9,4,11,3,4,0,0,0,15,25,0
57,4,50990,14,10,0,13,1,4,1,0,0,40,25,1
19,2,30597,11,9,4,11,3,4,1,0,0,35,25,1
59,2,147098,11,9,2,2,0,4,1,0,0,40,25,3
34,2,340917,11,9,5,6,1,4,1,2174,0,45,25,1
56,2,192845,14,10,2,3,0,4,1,0,1887,40,25,3
55,2,142020,11,9,2,3,0,4,1,0,0,45,25,1
53,2,142717,9,13,0,0,4,4,0,0,0,40,25,0
45,1,272792,12,14,2,9,5,2,0,0,0,50,25,3
41,2,145522,9,13,4,9,1,4,0,0,0,45,25,1
78,4,82815,14,10,2,2,0,4,1,0,0,3,25,2
23,2,152140,11,9,4,11,1,4,0,0,0,40,25,0
77,4,176690,6,5,6,7,1,4,0,0,0,40,6,1
33,2,234067,11,9,2,6,0,4,1,0,0,40,25,3
19,2,228939,11,9,4,5,3,4,1,0,0,35,25,0
59,2,100313,11,9,2,3,0,4,1,0,1887,40,25,2
27,2,367329,8,11,2,4,0,4,1,0,0,40,25,0
56,3,105582,14,10,2,3,0,4,1,7688,0,50,25,2
62,2,235997,2,8,6,0,4,4,0,0,0,37,17,1
22,1,273734,11,9,4,4,3,4,1,0,0,20,25,0
66,2,185336,11,9,6,11,2,4,0,0,0,35,25,0
24,2,233856,11,9,4,6,2,2,1,0,0,45,25,0
49,2,182313,11,9,0,5,1,4,1,0,0,40,25,1
25,2,188767,7,12,4,3,1,4,1,0,0,45,25,1
44,2,165346,12,14,2,3,0,4,1,0,0,40,25,2
24,5,147719,12,14,4,9,1,1,1,0,0,20,13,0
25,2,224943,14,10,3,9,4,2,1,0,0,40,25,0
23,2,145389,14,10,2,11,5,4,0,0,0,40,25,0
44,2,228057,11,9,5,0,1,4,0,0,0,40,22,0
36,2,113481,11,9,0,2,1,4,1,0,0,40,25,0
35,4,468713,11,9,2,3,0,4,1,0,0,40,25,0
56,2,97541,11,9,2,11,0,4,1,0,1977,40,25,3
35,2,99156,9,13,4,11,1,4,1,0,0,50,25,0
67,4,176388,14,10,4,9,1,4,0,0,0,50,25,3
30,2,323069,9,13,4,11,1,4,0,0,0,40,25,0
36,2,128392,9,13,0,3,1,4,1,4787,0,40,25,3
33,2,219619,12,14,2,9,0,4,1,15024,0,40,25,3
42,4,351161,9,13,2,9,0,4,1,0,1887,40,25,2
51,3,210736,11,9,4,3,1,4,1,10520,0,40,25,2
35,4,455379,11,9,2,13,0,4,1,0,0,65,25,3
38,4,230329,11,9,2,11,0,4,1,0,0,48,25,1
41,3,151089,14,10,2,3,0,4,1,0,0,50,25,0
42,2,113770,11,9,2,0,5,4,0,0,0,40,25,0
21,2,35424,14,10,4,11,3,4,0,0,0,25,25,0
29,2,328981,11,9,0,6,1,2,1,0,0,40,25,1
20,2,34506,14,10,4,11,1,4,0,0,0,20,25,1
59,2,142326,8,11,0,0,1,4,0,0,0,40,25,1
27,2,110622,4,3,4,11,3,1,0,0,0,20,26,0
25,2,130513,7,12,4,11,3,4,0,0,0,40,19,0
37,2,258836,14,10,4,7,4,2,0,0,0,40,25,1
17,2,342752,1,7,4,5,3,4,1,0,0,20,25,0
28,2,221215,0,6,4,5,2,4,1,0,0,40,17,0
49,2,153536,14,10,0,9,1,4,1,14084,0,44,25,2
50,2,144361,11,9,2,6,0,4,1,0,0,50,25,2
43,5,33331,13,15,2,9,0,4,1,0,1977,70,25,2
38,2,217349,8,11,0,9,1,4,0,14344,0,40,25,2
