Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area1,Wilderness_Area2,Wilderness_Area3,Wilderness_Area4,Cover_Type
2849,9,10,150,7,2370,209,221,149,1036,0,0,1,0,1
3283,270,15,95,11,3486,180,244,203,1734,0,0,1,0,1
3053,124,11,339,25,313,239,232,123,1702,1,0,0,0,1
3171,282,15,108,17,2503,176,240,202,1120,0,0,1,0,1
2985,25,19,170,23,5050,207,195,118,2934,1,0,0,0,1
3105,297,14,190,27,1438,180,235,195,1964,0,0,1,0,1
3243,50,12,454,23,2866,225,213,120,1040,0,0,1,0,1
3218,174,25,150,21,4220,225,243,135,3114,0,0,1,0,1
3392,61,6,190,16,2866,225,227,136,2105,1,0,0,0,1
3293,81,23,330,14,1667,244,193,67,1736,1,0,0,0,1
3051,319,21,570,254,2634,161,216,193,1565,0,0,1,0,1
3306,183,14,120,27,3645,223,249,155,1605,0,0,1,0,1
3075,23,8,0,0,1060,216,223,144,1082,0,0,1,0,1
3199,88,16,90,35,5045,242,213,96,845,1,0,0,0,1
3185,119,2,0,0,1768,223,237,149,1661,1,0,0,0,1
2904,89,13,30,6,2343,240,218,106,474,0,0,1,0,1
3010,333,7,30,3,2820,205,232,166,2219,0,0,1,0,1
3169,29,12,306,51,2779,216,214,133,1041,0,0,1,0,1
3040,281,8,335,72,3104,197,241,184,1224,0,0,1,0,1
3449,66,18,618,15,2564,235,201,91,2002,1,0,0,0,1
3008,315,2,201,1,660,214,237,161,1590,0,1,0,0,1
3137,52,10,313,46,1622,226,218,125,3431,0,0,1,0,1
2751,101,8,60,-9,700,235,229,126,2210,1,0,0,0,1
3400,212,9,210,7,2967,213,248,171,351,0,0,1,0,1
3162,83,14,309,13,6100,239,215,104,1142,1,0,0,0,1
3233,183,12,301,72,594,223,248,156,2597,0,1,0,0,1
2896,139,9,150,30,3630,234,237,134,2741,1,0,0,0,1
3271,265,15,242,48,3483,181,245,202,1830,1,0,0,0,1
3260,298,28,499,89,1855,130,217,221,3271,1,0,0,0,1
2948,86,4,60,-4,2190,225,233,144,1597,1,0,0,0,1
3195,354,18,339,59,4085,187,205,154,900,0,0,1,0,1
2868,59,28,0,0,404,228,168,55,400,1,0,0,0,1
3261,319,9,182,29,3373,197,232,175,1621,0,0,1,0,1
2913,90,18,0,0,309,245,208,85,1195,1,0,0,0,1
3346,327,15,658,58,2353,183,223,178,1026,0,0,1,0,1
2981,180,7,67,2,1907,223,244,156,3842,1,0,0,0,1
2959,94,20,0,0,459,247,205,78,1691,1,0,0,0,1
3286,49,5,454,75,5225,222,229,143,331,1,0,0,0,1
3078,354,16,67,16,2860,192,211,155,2207,0,0,1,0,1
3069,77,18,95,14,2708,240,204,88,3784,1,0,0,0,1
2968,53,23,277,52,4786,225,183,79,3703,1,0,0,0,1
3037,147,14,180,22,1704,238,238,127,1114,1,0,0,0,1
3123,27,18,216,38,3220,210,199,120,1461,0,0,1,0,1
3178,253,10,67,7,3956,198,247,187,2024,0,0,1,0,1
3295,174,14,124,27,3387,227,246,148,513,0,0,1,0,1
2908,277,19,210,77,700,167,240,212,1738,0,0,1,0,1
3185,17,8,537,62,1003,214,223,146,2242,0,0,1,0,1
3021,332,14,180,31,268,188,222,173,339,0,1,0,0,1
3128,339,7,443,-57,1150,204,230,164,1041,0,1,0,0,1
3346,344,15,430,76,3560,189,216,164,2032,1,0,0,0,1
3171,58,6,426,55,2021,225,227,137,2999,0,0,1,0,1
3381,207,17,503,80,2906,207,253,177,1347,0,0,1,0,1
3167,42,12,175,-1,1448,222,213,125,395,0,0,1,0,1
3259,177,13,60,-1,3492,226,247,151,1455,0,0,1,0,1
3088,39,16,180,40,2761,219,204,116,872,0,0,1,0,1
3317,59,13,30,5,2294,230,211,112,2185,0,0,1,0,1
3327,269,23,162,-17,5317,156,241,222,825,1,0,0,0,1
3210,194,21,256,48,458,211,252,165,1200,1,0,0,0,1
3232,325,11,67,14,4290,191,227,176,1956,0,0,1,0,1
3148,312,12,210,56,1994,188,231,183,779,0,0,1,0,1
3317,342,24,649,166,4144,163,195,166,2384,0,0,1,0,1
2968,203,14,277,46,5445,212,252,171,3113,1,0,0,0,1
3114,35,21,726,-72,1833,213,189,104,2071,0,0,1,0,1
3167,100,7,150,2,5318,232,231,131,2240,1,0,0,0,1
3126,141,19,180,6,2384,244,232,109,1500,0,0,1,0,1
3371,192,13,641,165,1499,219,250,162,1742,0,0,1,0,1
3073,175,9,589,75,5885,225,245,153,1641,1,0,0,0,1
3388,294,12,967,131,1113,186,237,191,2075,0,0,1,0,1
3215,50,7,90,6,5220,224,224,135,395,1,0,0,0,1
3191,86,17,162,29,3946,242,210,93,1445,1,0,0,0,1
2960,350,14,42,6,2214,193,215,160,666,1,0,0,0,1
3301,208,16,390,95,1840,207,253,177,1507,0,0,1,0,1
3174,4,17,485,47,2093,195,204,144,3409,0,0,1,0,1
3193,138,11,474,61,361,237,236,128,900,0,0,1,0,1
3090,309,13,430,-22,2134,183,231,188,626,0,0,1,0,1
2977,158,3,134,4,2624,222,239,153,1879,1,0,0,0,1
3253,217,5,335,33,3288,215,244,166,1695,0,0,1,0,1
2891,350,11,335,7,1699,201,222,160,2938,0,0,1,0,1
2913,174,12,175,9,4344,227,246,150,4039,1,0,0,0,1
2973,92,34,551,149,566,249,168,19,926,0,0,1,0,1
3082,327,14,90,14,5059,185,223,177,916,1,0,0,0,1
3137,60,10,180,37,2430,228,219,123,1693,1,0,0,0,1
2729,333,9,0,0,1332,200,229,168,1976,1,0,0,0,1
2657,22,13,190,13,3344,211,211,134,2978,0,0,1,0,1
3280,8,14,618,56,2900,203,212,145,3460,0,0,1,0,1
3036,354,4,190,1,2308,212,232,157,1195,0,0,1,0,1
2969,2,14,664,54,2686,199,212,149,1470,0,0,1,0,1
3107,21,18,450,203,2215,205,198,125,1956,0,0,1,0,1
3320,286,6,524,39,3483,203,240,176,1500,1,0,0,0,1
3088,79,5,755,34,2563,226,231,139,2128,0,0,1,0,1
3147,27,8,90,24,2456,217,222,141,1897,1,0,0,0,1
3235,335,23,60,21,1718,161,202,176,2495,0,0,1,0,1
3250,318,18,633,66,698,170,221,189,979,0,1,0,0,1
3166,96,7,323,62,2910,232,229,129,1590,0,0,1,0,1
3073,341,15,277,40,3783,187,216,167,741,0,0,1,0,1
3093,81,10,95,16,2133,234,222,118,1736,1,0,0,0,1
3182,332,11,190,33,4506,193,225,172,3241,1,0,0,0,1
3077,292,8,192,49,3181,199,239,180,782,0,0,1,0,1
3122,114,19,268,89,2864,249,217,87,2982,1,0,0,0,1
3132,13,13,247,-9,1342,207,212,141,272,0,0,1,0,1
3147,246,19,162,37,1565,177,251,209,2297,0,0,1,0,1
2945,90,11,30,11,2160,237,223,116,2112,0,0,1,0,1
3204,352,17,516,79,3805,188,208,156,1651,0,0,1,0,1
3299,276,5,175,47,4718,207,241,173,927,0,0,1,0,1
2955,45,7,295,64,780,222,225,138,1936,0,0,1,0,1
3265,90,1,0,0,5988,220,237,153,497,1,0,0,0,1
3008,174,24,481,127,745,226,243,135,2443,1,0,0,0,1
3208,116,6,216,23,2725,231,234,137,5224,1,0,0,0,1
3197,12,18,175,53,691,200,202,135,1915,0,1,0,0,1
3175,29,20,534,95,1533,209,192,112,2163,0,0,1,0,1
2972,59,19,210,30,1712,231,197,91,1441,0,0,1,0,1
3012,27,8,60,10,5309,217,222,141,2372,1,0,0,0,1
3288,153,15,430,9,4032,237,239,128,1994,0,0,1,0,1
2715,167,15,90,-12,1590,231,244,141,1291,0,0,1,0,2
2758,214,5,127,26,2665,215,245,167,1919,1,0,0,0,2
2918,273,14,218,54,966,182,243,200,997,0,0,1,0,2
3003,297,22,108,38,1399,153,227,211,2030,0,0,1,0,2
2903,128,33,124,59,1008,252,199,46,1324,0,0,1,0,2
3311,169,20,313,62,3218,231,244,136,1181,0,0,1,0,2
2955,118,8,342,59,4568,234,233,130,6360,1,0,0,0,2
2911,166,13,175,23,2452,230,244,143,2574,0,0,1,0,2
2649,12,13,256,69,1146,207,214,143,993,1,0,0,0,2
2520,306,26,319,140,815,141,216,211,1250,0,0,0,1,2
3024,52,11,256,49,4158,226,217,124,5074,1,0,0,0,2
3158,16,7,30,3,5499,214,226,148,2040,1,0,0,0,2
2873,355,6,30,3,3188,211,230,157,2671,1,0,0,0,2
2484,65,18,124,43,780,234,201,92,811,0,0,1,0,2
3128,90,14,313,90,242,241,217,103,1660,1,0,0,0,2
2768,33,5,228,10,2522,219,229,147,6155,1,0,0,0,2
2925,93,9,240,41,3467,234,227,125,2135,1,0,0,0,2
3021,60,17,218,52,5260,231,203,100,765,1,0,0,0,2
2644,16,17,95,32,2190,202,202,132,955,0,0,1,0,2
2712,348,17,150,25,1332,186,210,161,1421,0,0,1,0,2
2972,50,14,390,56,4676,226,208,113,6306,1,0,0,0,2
2969,254,15,170,33,2648,185,248,201,1945,0,0,1,0,2
2982,90,20,67,20,4508,246,205,80,2465,1,0,0,0,2
3030,332,4,242,46,3042,211,235,162,524,0,0,1,0,2
2661,123,28,95,36,1482,253,207,62,2458,1,0,0,0,2
3039,84,13,598,223,342,238,217,107,916,0,0,1,0,2
2609,322,30,390,190,806,129,193,195,1233,0,0,1,0,2
2857,63,8,150,10,3521,227,224,131,5743,1,0,0,0,2
3011,54,12,153,6,4464,227,213,117,932,1,0,0,0,2
2991,171,8,210,39,4198,226,244,151,2256,1,0,0,0,2
2900,292,8,67,5,2022,199,239,180,691,0,0,1,0,2
2621,86,17,366,90,908,242,210,93,417,1,0,0,0,2
3305,248,17,470,81,3275,181,250,206,1256,0,0,1,0,2
2917,74,10,242,37,3302,233,220,119,4491,1,0,0,0,2
2658,53,22,474,-69,1282,226,188,85,3952,1,0,0,0,2
2694,269,32,120,45,1689,122,232,239,1269,0,0,1,0,2
2988,41,15,0,0,4489,221,207,118,2089,1,0,0,0,2
3195,101,21,309,35,5317,250,206,74,2799,1,0,0,0,2
2918,73,19,108,33,1879,238,201,86,2268,0,0,1,0,2
2928,201,4,192,9,4465,218,243,161,4090,1,0,0,0,2
3142,239,25,725,51,4116,167,251,215,1053,0,0,1,0,2
2792,157,10,85,15,3079,232,242,140,5808,1,0,0,0,2
3139,173,18,297,82,5475,228,246,143,1527,1,0,0,0,2
3289,63,15,631,-1,1806,232,208,105,2970,0,1,0,0,2
2596,97,12,0,0,1271,240,222,110,5168,1,0,0,0,2
3026,231,14,618,317,2585,198,252,189,1167,0,0,1,0,2
2701,69,12,270,77,1470,233,215,113,421,1,0,0,0,2
3008,45,4,212,17,5963,221,231,146,3536,1,0,0,0,2
2711,351,33,210,113,2221,143,164,146,2190,0,0,1,0,2
2967,274,15,247,5,5773,180,243,202,1950,1,0,0,0,2
3151,142,13,782,215,1082,239,237,125,2116,0,0,1,0,2
3081,61,12,510,4,1878,230,214,115,2376,1,0,0,0,2
2827,45,7,190,13,1124,222,225,138,2713,0,0,1,0,2
2564,39,6,301,59,1082,221,226,141,1542,0,0,1,0,2
2831,154,7,108,12,2818,229,241,145,4160,1,0,0,0,2
2817,309,16,67,8,2471,174,228,193,1443,0,0,1,0,2
2699,188,20,362,81,2984,217,250,158,1812,0,0,1,0,2
2841,65,15,162,62,2663,233,207,102,2858,1,0,0,0,2
3013,280,22,150,28,633,155,236,219,949,0,0,1,0,2
3292,114,21,362,82,360,250,214,82,492,0,1,0,0,2
2949,63,10,342,53,4484,229,221,124,6389,1,0,0,0,2
3004,193,3,240,25,1165,219,242,159,1690,0,0,1,0,2
2558,342,6,67,6,671,208,231,162,1972,1,0,0,0,2
3254,88,30,30,15,2410,248,175,34,2980,1,0,0,0,2
2991,301,25,342,151,5662,141,220,215,4878,1,0,0,0,2
2735,6,10,60,4,1168,208,222,150,1530,1,0,0,0,2
2945,18,9,582,165,1092,213,220,144,2676,0,0,1,0,2
2837,101,4,30,0,3792,226,234,144,6302,1,0,0,0,2
2981,18,14,182,39,3894,208,210,136,2568,1,0,0,0,2
2804,17,17,216,58,1637,204,202,131,2644,1,0,0,0,2
2978,81,25,360,1,390,244,186,56,1236,1,0,0,0,2
2929,253,9,285,23,5443,199,246,185,4935,1,0,0,0,2
2867,33,14,0,0,685,216,209,125,1749,0,0,1,0,2
3174,19,17,510,114,1477,205,202,129,2324,0,0,1,0,2
2746,171,17,60,13,2673,229,246,142,5574,1,0,0,0,2
2935,18,5,255,66,1842,216,230,151,2477,0,0,1,0,2
3420,299,17,1194,310,3967,170,231,200,2610,0,0,1,0,2
2991,45,13,258,55,2837,223,210,119,1441,0,0,1,0,2
2778,84,9,258,35,1824,233,225,125,510,0,0,1,0,2
3188,233,2,247,20,5808,215,241,163,2062,1,0,0,0,2
2892,37,10,234,44,1532,220,219,133,1018,0,0,1,0,2
2858,93,4,474,85,1981,226,233,142,2924,1,0,0,0,2
2911,52,8,277,56,3339,225,222,131,2230,1,0,0,0,2
3162,182,11,180,30,966,223,247,156,1717,0,0,1,0,2
3225,336,14,541,-25,2862,187,220,171,127,0,0,1,0,2
2667,29,5,108,6,497,218,229,147,1256,1,0,0,0,2
2769,58,11,85,4,360,228,218,122,1012,1,0,0,0,2
2818,43,8,162,20,3254,222,222,136,6246,1,0,0,0,2
2920,163,8,306,24,3460,228,242,147,4440,1,0,0,0,2
2888,227,33,750,136,4026,156,249,212,1456,0,0,1,0,2
2646,96,7,30,8,1347,232,230,131,1092,0,0,1,0,2
2715,17,19,30,5,1710,201,198,129,3327,1,0,0,0,2
2992,103,9,285,47,3976,236,228,122,1862,1,0,0,0,2
2717,158,14,60,3,2621,234,242,135,2349,1,0,0,0,2
2706,61,9,417,-1,832,227,222,128,2045,1,0,0,0,2
3168,312,7,175,20,4833,202,235,173,2561,1,0,0,0,2
2855,220,24,240,35,1112,186,254,196,90,0,0,1,0,2
3055,338,14,571,15,5071,188,219,169,484,1,0,0,0,2
2855,169,20,95,30,1756,230,244,136,2382,1,0,0,0,2
2824,93,13,150,29,1613,241,219,106,2165,1,0,0,0,2
3059,117,4,216,1,2914,227,236,143,875,1,0,0,0,2
2922,243,10,270,22,5351,201,248,184,4626,1,0,0,0,2
2720,209,11,182,-21,1560,212,250,173,1159,1,0,0,0,2
2955,123,8,255,25,3606,234,234,131,2154,1,0,0,0,2
2939,247,5,277,30,5706,209,244,173,3215,1,0,0,0,2
2945,74,10,192,46,3304,232,222,122,1829,1,0,0,0,2
2995,43,11,376,-9,2389,222,216,127,2520,0,0,1,0,2
3018,13,24,270,159,592,188,182,123,3005,0,0,1,0,2
3018,27,14,576,53,5493,213,210,130,5760,1,0,0,0,2
2536,69,6,0,0,618,226,228,136,1090,1,0,0,0,2
2742,100,4,124,15,2773,227,234,142,4963,1,0,0,0,2
2751,332,13,60,2,1660,190,224,173,2613,1,0,0,0,2
2882,148,7,190,42,4656,230,240,142,4760,1,0,0,0,2
2877,11,15,484,82,3158,202,208,140,1298,0,0,1,0,2
3077,162,10,42,0,6929,230,243,144,2663,1,0,0,0,2
2897,85,20,95,13,391,244,201,78,1663,1,0,0,0,2
2736,160,28,270,119,1830,235,233,108,1341,0,0,1,0,2
2552,38,11,300,26,702,220,216,130,878,0,0,0,1,2
3043,54,11,424,0,2594,226,216,122,2651,0,0,1,0,2
2764,351,8,60,5,815,206,227,159,2164,0,0,1,0,2
3076,36,6,120,5,3601,220,226,143,1518,1,0,0,0,2
3145,301,10,218,14,3254,192,236,183,774,1,0,0,0,2
2616,350,16,201,58,983,190,212,159,648,1,0,0,0,2
2949,255,11,362,40,5743,194,247,191,3327,1,0,0,0,2
3257,66,9,953,82,1573,229,223,127,2727,0,1,0,0,2
2660,49,10,30,-9,3007,224,219,128,6301,1,0,0,0,2
2610,117,12,30,2,3148,240,229,117,2215,0,0,1,0,2
2866,50,4,454,54,2268,222,231,145,1884,1,0,0,0,2
3200,230,4,484,32,6011,214,243,166,2271,1,0,0,0,2
2853,111,7,218,40,3412,232,233,134,2750,1,0,0,0,2
3000,22,4,60,3,2823,217,230,150,1546,1,0,0,0,2
2892,28,11,552,137,1364,216,215,134,964,0,0,1,0,2
