Dataset,DatasetKey,DatasetLabel,Generator,Seed,Utility,UtilityMean,UtilityStd,UtilityMetric,Fidelity,FidelityMetric,Privacy,PrivacyMetric,PrivacyLabel,HigherIsPrivate,N_Classifiers,SeedSource
1. Cancer,Cancer,Cancer,CopulaGAN,42,0.5310930594999281,0.4140910830111418,0.06888594545441519,F1,0.721867,Quality_Score,8.754585,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,CopulaGAN,43,0.3760620940819823,0.4140910830111418,0.06888594545441519,F1,0.721867,Quality_Score,8.754585,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,CopulaGAN,44,0.37108649680748035,0.4140910830111418,0.06888594545441519,F1,0.721867,Quality_Score,8.754585,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,CopulaGAN,45,0.4035069429590626,0.4140910830111418,0.06888594545441519,F1,0.721867,Quality_Score,8.754585,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,CopulaGAN,46,0.31727750239708,0.4140910830111418,0.06888594545441519,F1,0.721867,Quality_Score,8.754585,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,CopulaGAN,47,0.39972637194085886,0.4140910830111418,0.06888594545441519,F1,0.721867,Quality_Score,8.754585,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,CopulaGAN,48,0.4933514576408073,0.4140910830111418,0.06888594545441519,F1,0.721867,Quality_Score,8.754585,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,CopulaGAN,49,0.3521104140362862,0.4140910830111418,0.06888594545441519,F1,0.721867,Quality_Score,8.754585,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,CopulaGAN,50,0.33202051478609407,0.4140910830111418,0.06888594545441519,F1,0.721867,Quality_Score,8.754585,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,CopulaGAN,51,0.5408448291215702,0.4140910830111418,0.06888594545441519,F1,0.721867,Quality_Score,8.754585,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,ForestDiffusion,42,0.93494847084633,0.9464093915118676,0.02428338220846346,F1,0.947885,Quality_Score,1.873807,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,ForestDiffusion,43,0.9146613432130193,0.9464093915118676,0.02428338220846346,F1,0.947885,Quality_Score,1.873807,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,ForestDiffusion,44,0.9487762717366893,0.9464093915118676,0.02428338220846346,F1,0.947885,Quality_Score,1.873807,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,ForestDiffusion,45,0.952849067049641,0.9464093915118676,0.02428338220846346,F1,0.947885,Quality_Score,1.873807,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,ForestDiffusion,46,0.9512514241801442,0.9464093915118676,0.02428338220846346,F1,0.947885,Quality_Score,1.873807,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,ForestDiffusion,47,0.9458382391745839,0.9464093915118676,0.02428338220846346,F1,0.947885,Quality_Score,1.873807,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,ForestDiffusion,48,0.944453109072596,0.9464093915118676,0.02428338220846346,F1,0.947885,Quality_Score,1.873807,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,ForestDiffusion,49,0.9183949689558214,0.9464093915118676,0.02428338220846346,F1,0.947885,Quality_Score,1.873807,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,ForestDiffusion,50,0.9261464724649365,0.9464093915118676,0.02428338220846346,F1,0.947885,Quality_Score,1.873807,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,ForestDiffusion,51,0.9410330971640106,0.9464093915118676,0.02428338220846346,F1,0.947885,Quality_Score,1.873807,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,GaussianCopula,42,0.8098231938820591,0.7933233948367089,0.04693691571634831,F1,0.943748,Quality_Score,2.722936,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,GaussianCopula,43,0.8360674020256865,0.7933233948367089,0.04693691571634831,F1,0.943748,Quality_Score,2.722936,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,GaussianCopula,44,0.855754872927227,0.7933233948367089,0.04693691571634831,F1,0.943748,Quality_Score,2.722936,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,GaussianCopula,45,0.7984218845725757,0.7933233948367089,0.04693691571634831,F1,0.943748,Quality_Score,2.722936,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,GaussianCopula,46,0.7449854370781057,0.7933233948367089,0.04693691571634831,F1,0.943748,Quality_Score,2.722936,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,GaussianCopula,47,0.8109333866385794,0.7933233948367089,0.04693691571634831,F1,0.943748,Quality_Score,2.722936,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,GaussianCopula,48,0.796743289129707,0.7933233948367089,0.04693691571634831,F1,0.943748,Quality_Score,2.722936,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,GaussianCopula,49,0.6827667618311932,0.7933233948367089,0.04693691571634831,F1,0.943748,Quality_Score,2.722936,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,GaussianCopula,50,0.7269712292417089,0.7933233948367089,0.04693691571634831,F1,0.943748,Quality_Score,2.722936,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,GaussianCopula,51,0.8039471690361508,0.7933233948367089,0.04693691571634831,F1,0.943748,Quality_Score,2.722936,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,TVAE,42,0.8945216964896094,0.9035654536882755,0.02559625107258006,F1,0.896421,Quality_Score,2.786137,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,TVAE,43,0.9044421769560826,0.9035654536882755,0.02559625107258006,F1,0.896421,Quality_Score,2.786137,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,TVAE,44,0.9145345414482289,0.9035654536882755,0.02559625107258006,F1,0.896421,Quality_Score,2.786137,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,TVAE,45,0.9096915962297967,0.9035654536882755,0.02559625107258006,F1,0.896421,Quality_Score,2.786137,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,TVAE,46,0.9048554811210564,0.9035654536882755,0.02559625107258006,F1,0.896421,Quality_Score,2.786137,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,TVAE,47,0.96801085087273,0.9035654536882755,0.02559625107258006,F1,0.896421,Quality_Score,2.786137,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,TVAE,48,0.9064740300076161,0.9035654536882755,0.02559625107258006,F1,0.896421,Quality_Score,2.786137,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,TVAE,49,0.8660362829711871,0.9035654536882755,0.02559625107258006,F1,0.896421,Quality_Score,2.786137,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,TVAE,50,0.8935130628957809,0.9035654536882755,0.02559625107258006,F1,0.896421,Quality_Score,2.786137,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,TVAE,51,0.890589719191499,0.9035654536882755,0.02559625107258006,F1,0.896421,Quality_Score,2.786137,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,TabDDPM,42,0.10133998640519135,0.2830123713160595,0.14421994923137002,F1,0.401382,Quality_Score,17.765025,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,TabDDPM,43,0.4183641518166501,0.2830123713160595,0.14421994923137002,F1,0.401382,Quality_Score,17.765025,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,TabDDPM,44,0.2236182686999737,0.2830123713160595,0.14421994923137002,F1,0.401382,Quality_Score,17.765025,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,TabDDPM,45,0.3152163246723363,0.2830123713160595,0.14421994923137002,F1,0.401382,Quality_Score,17.765025,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,TabDDPM,46,0.3064475276468772,0.2830123713160595,0.14421994923137002,F1,0.401382,Quality_Score,17.765025,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,TabDDPM,47,0.39807225838584803,0.2830123713160595,0.14421994923137002,F1,0.401382,Quality_Score,17.765025,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,TabDDPM,48,0.41158141409575744,0.2830123713160595,0.14421994923137002,F1,0.401382,Quality_Score,17.765025,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,TabDDPM,49,0.5407639006601408,0.2830123713160595,0.14421994923137002,F1,0.401382,Quality_Score,17.765025,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,TabDDPM,50,0.35237235058938743,0.2830123713160595,0.14421994923137002,F1,0.401382,Quality_Score,17.765025,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,TabDDPM,51,0.0938129144939488,0.2830123713160595,0.14421994923137002,F1,0.401382,Quality_Score,17.765025,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,WGAN_GP,42,0.8785936058525929,0.9122967053491415,0.03097830906460069,F1,0.949012,Quality_Score,2.333268,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,WGAN_GP,43,0.8946183633093882,0.9122967053491415,0.03097830906460069,F1,0.949012,Quality_Score,2.333268,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,WGAN_GP,44,0.892413465027281,0.9122967053491415,0.03097830906460069,F1,0.949012,Quality_Score,2.333268,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,WGAN_GP,45,0.9066350830010695,0.9122967053491415,0.03097830906460069,F1,0.949012,Quality_Score,2.333268,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,WGAN_GP,46,0.9039433113847144,0.9122967053491415,0.03097830906460069,F1,0.949012,Quality_Score,2.333268,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,WGAN_GP,47,0.9722507555438071,0.9122967053491415,0.03097830906460069,F1,0.949012,Quality_Score,2.333268,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,WGAN_GP,48,0.9073940159881297,0.9122967053491415,0.03097830906460069,F1,0.949012,Quality_Score,2.333268,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,WGAN_GP,49,0.8847305003576162,0.9122967053491415,0.03097830906460069,F1,0.949012,Quality_Score,2.333268,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,WGAN_GP,50,0.8946102619326339,0.9122967053491415,0.03097830906460069,F1,0.949012,Quality_Score,2.333268,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
1. Cancer,Cancer,Cancer,WGAN_GP,51,0.8994888607731657,0.9122967053491415,0.03097830906460069,F1,0.949012,Quality_Score,2.333268,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,CTABGAN,42,0.680109144175629,0.6597317759426586,0.016379345534064803,F1,0.921772,Quality_Score,10.347531,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,CTABGAN,43,0.6494548966929458,0.6597317759426586,0.016379345534064803,F1,0.921772,Quality_Score,10.347531,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,CTABGAN,44,0.6606008100066665,0.6597317759426586,0.016379345534064803,F1,0.921772,Quality_Score,10.347531,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,CTABGAN,45,0.6561052798617626,0.6597317759426586,0.016379345534064803,F1,0.921772,Quality_Score,10.347531,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,CTABGAN,46,0.6542594599659218,0.6597317759426586,0.016379345534064803,F1,0.921772,Quality_Score,10.347531,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,CTABGAN,47,0.6618179608453796,0.6597317759426586,0.016379345534064803,F1,0.921772,Quality_Score,10.347531,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,CTABGAN,48,0.6786619663842703,0.6597317759426586,0.016379345534064803,F1,0.921772,Quality_Score,10.347531,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,CTABGAN,49,0.6742570818300757,0.6597317759426586,0.016379345534064803,F1,0.921772,Quality_Score,10.347531,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,CTABGAN,50,0.6703547801909984,0.6597317759426586,0.016379345534064803,F1,0.921772,Quality_Score,10.347531,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,CTABGAN,51,0.6663996799870063,0.6597317759426586,0.016379345534064803,F1,0.921772,Quality_Score,10.347531,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,CTGAN,42,0.5533254392676027,0.5694449001814832,0.02104028217436438,F1,0.878921,Quality_Score,0.159398,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,CTGAN,43,0.5668163750222,0.5694449001814832,0.02104028217436438,F1,0.878921,Quality_Score,0.159398,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,CTGAN,44,0.5773164533254125,0.5694449001814832,0.02104028217436438,F1,0.878921,Quality_Score,0.159398,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,CTGAN,45,0.5522707926485526,0.5694449001814832,0.02104028217436438,F1,0.878921,Quality_Score,0.159398,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,CTGAN,46,0.5496525599482357,0.5694449001814832,0.02104028217436438,F1,0.878921,Quality_Score,0.159398,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,CTGAN,47,0.5460051430072294,0.5694449001814832,0.02104028217436438,F1,0.878921,Quality_Score,0.159398,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,CTGAN,48,0.5837583097679142,0.5694449001814832,0.02104028217436438,F1,0.878921,Quality_Score,0.159398,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,CTGAN,49,0.5737234379481041,0.5694449001814832,0.02104028217436438,F1,0.878921,Quality_Score,0.159398,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,CTGAN,50,0.5834568694533168,0.5694449001814832,0.02104028217436438,F1,0.878921,Quality_Score,0.159398,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,CTGAN,51,0.595553893868408,0.5694449001814832,0.02104028217436438,F1,0.878921,Quality_Score,0.159398,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,CopulaGAN,42,0.668588751022379,0.6727836755496848,0.01154951241985986,F1,0.892834,Quality_Score,0.168347,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,CopulaGAN,43,0.6767741225138169,0.6727836755496848,0.01154951241985986,F1,0.892834,Quality_Score,0.168347,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,CopulaGAN,44,0.6578197003512384,0.6727836755496848,0.01154951241985986,F1,0.892834,Quality_Score,0.168347,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,CopulaGAN,45,0.67407791929011,0.6727836755496848,0.01154951241985986,F1,0.892834,Quality_Score,0.168347,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,CopulaGAN,46,0.6932954907263253,0.6727836755496848,0.01154951241985986,F1,0.892834,Quality_Score,0.168347,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,CopulaGAN,47,0.6716403379982399,0.6727836755496848,0.01154951241985986,F1,0.892834,Quality_Score,0.168347,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,CopulaGAN,48,0.6747858522956951,0.6727836755496848,0.01154951241985986,F1,0.892834,Quality_Score,0.168347,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,CopulaGAN,49,0.6933288295543915,0.6727836755496848,0.01154951241985986,F1,0.892834,Quality_Score,0.168347,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,CopulaGAN,50,0.6521638490517125,0.6727836755496848,0.01154951241985986,F1,0.892834,Quality_Score,0.168347,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,CopulaGAN,51,0.6923316064750054,0.6727836755496848,0.01154951241985986,F1,0.892834,Quality_Score,0.168347,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,ForestDiffusion,42,0.7578788963085927,0.746634423717419,0.00990673454891413,F1,0.573974,Quality_Score,13.218077,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,ForestDiffusion,43,0.7412508629442953,0.746634423717419,0.00990673454891413,F1,0.573974,Quality_Score,13.218077,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,ForestDiffusion,44,0.7459909286911736,0.746634423717419,0.00990673454891413,F1,0.573974,Quality_Score,13.218077,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,ForestDiffusion,45,0.7621017007939249,0.746634423717419,0.00990673454891413,F1,0.573974,Quality_Score,13.218077,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,ForestDiffusion,46,0.7510231520480756,0.746634423717419,0.00990673454891413,F1,0.573974,Quality_Score,13.218077,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,ForestDiffusion,47,0.7477317121362249,0.746634423717419,0.00990673454891413,F1,0.573974,Quality_Score,13.218077,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,ForestDiffusion,48,0.7378691631324897,0.746634423717419,0.00990673454891413,F1,0.573974,Quality_Score,13.218077,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,ForestDiffusion,49,0.7484945391757071,0.746634423717419,0.00990673454891413,F1,0.573974,Quality_Score,13.218077,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,ForestDiffusion,50,0.7468220048061025,0.746634423717419,0.00990673454891413,F1,0.573974,Quality_Score,13.218077,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,ForestDiffusion,51,0.7522001328172582,0.746634423717419,0.00990673454891413,F1,0.573974,Quality_Score,13.218077,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,GaussianCopula,42,0.613234101384782,0.6343402608398672,0.01651796124412809,F1,0.909833,Quality_Score,0.132641,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,GaussianCopula,43,0.649999442641548,0.6343402608398672,0.01651796124412809,F1,0.909833,Quality_Score,0.132641,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,GaussianCopula,44,0.6333548560051517,0.6343402608398672,0.01651796124412809,F1,0.909833,Quality_Score,0.132641,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,GaussianCopula,45,0.6370464143577595,0.6343402608398672,0.01651796124412809,F1,0.909833,Quality_Score,0.132641,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,GaussianCopula,46,0.6365763565950567,0.6343402608398672,0.01651796124412809,F1,0.909833,Quality_Score,0.132641,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,GaussianCopula,47,0.6411802522099512,0.6343402608398672,0.01651796124412809,F1,0.909833,Quality_Score,0.132641,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,GaussianCopula,48,0.6438740113516824,0.6343402608398672,0.01651796124412809,F1,0.909833,Quality_Score,0.132641,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,GaussianCopula,49,0.6030120219892489,0.6343402608398672,0.01651796124412809,F1,0.909833,Quality_Score,0.132641,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,GaussianCopula,50,0.6383361749761653,0.6343402608398672,0.01651796124412809,F1,0.909833,Quality_Score,0.132641,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,GaussianCopula,51,0.6509528532465381,0.6343402608398672,0.01651796124412809,F1,0.909833,Quality_Score,0.132641,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
8. Mushroom dataset,Mushroom,Mushroom,TVAE,42,0.6400856149931183,0.6410960301595868,0.007042129107160131,F1,0.914558,Quality_Score,0.082171,NNDR,NNDR,True,20,reconstructed_from_Mean_SD
